seq,ax,ay,az,gx,gy,gz,label
5,-0.155029,0.063232,0.920898,-12.175572,16.786259,-3.320611,A
5,-0.164551,0.085449,0.929443,-13.000000,18.679390,-2.267176,A
5,-0.171143,0.099854,0.922363,-14.809160,20.961832,-0.427481,A
5,-0.181885,0.059814,0.979248,-12.786260,20.442749,0.320611,A
5,-0.197998,0.072510,1.037598,-11.770992,20.099237,1.274809,A
5,-0.204834,0.050781,1.061279,-13.320611,19.687023,0.702290,A
5,-0.234375,0.056641,1.154053,-16.099237,17.374046,-1.061069,A
5,-0.251465,0.117188,1.244385,-16.396946,13.396947,4.083970,A
5,-0.276611,0.048584,1.388672,-16.786259,5.526718,11.572519,A
5,-0.262451,-0.060303,1.436523,-12.603053,-1.167939,9.274809,A
5,-0.299072,0.027100,1.520752,-17.786259,-8.877863,6.496183,A
5,-0.334717,0.014893,1.578613,-29.786259,-23.519083,4.480916,A
5,-0.354492,-0.104004,1.619873,-29.816793,-36.641220,4.671756,A
5,-0.357910,-0.135498,1.597656,-17.175573,-49.114502,1.992366,A
5,-0.336914,-0.133301,1.529541,-5.870229,-58.061069,2.480916,A
5,-0.339844,-0.113525,1.518066,-2.488550,-71.503815,-0.198473,A
5,-0.337646,-0.089355,1.458984,-15.709924,-81.938934,-6.625954,A
5,-0.303467,-0.114502,1.406738,-19.809160,-93.381676,-9.297709,A
