seq,ax,ay,az,gx,gy,gz,label
149,-0.546631,-0.115967,1.106689,5.969466,-13.595420,-70.671753,C
149,-0.528320,-0.122070,1.109619,6.022901,-21.274809,-68.870232,C
149,-0.513916,-0.062988,1.083984,3.786260,-30.229008,-65.961830,C
149,-0.492188,-0.040283,1.025635,1.862595,-36.114502,-60.099236,C
149,-0.472656,-0.062744,0.997559,2.022901,-36.839695,-53.480915,C
149,-0.452148,-0.039063,1.010742,10.145039,-41.984734,-45.419846,C
149,-0.439697,-0.009277,1.000732,17.374046,-46.190838,-35.709923,C
149,-0.420654,-0.025879,0.988037,20.450382,-51.221375,-28.343512,C
149,-0.388428,-0.013916,0.936035,17.396946,-57.839695,-23.404581,C
149,-0.333008,-0.031738,0.841309,8.221375,-60.419846,-18.900763,C
149,-0.293457,-0.068115,0.813232,5.671756,-57.923664,-13.648855,C
149,-0.260986,-0.115479,0.785889,13.099236,-57.022900,-9.923664,C
149,-0.208740,-0.108398,0.692871,19.908398,-53.969467,-5.580153,C
149,-0.154785,-0.086670,0.612793,17.053434,-43.832062,-2.725191,C
149,-0.131592,-0.139404,0.644775,13.282443,-31.916031,0.328244,C
149,-0.099609,-0.186768,0.625000,6.786260,-22.854961,0.641221,C
149,-0.102539,-0.184326,0.689209,-1.442748,-14.633588,-1.480916,C
149,-0.093506,-0.196289,0.706055,-2.656489,-8.053435,-1.709924,C
149,-0.118896,-0.186279,0.766357,-2.007634,-0.511450,-0.328244,C
149,-0.135742,-0.172852,0.805420,-4.458015,5.778626,0.923664,C
149,-0.157959,-0.226318,0.908936,-9.022901,10.351145,-1.496183,C
149,-0.178711,-0.200195,1.009766,-8.274809,7.946565,-2.160305,C
150,-0.087158,-0.125244,1.064697,-15.305344,8.732824,-17.091602,C
150,-0.125977,-0.120117,1.144531,-15.893129,9.801527,-20.824427,C
150,-0.151611,-0.112061,1.299316,-12.877863,8.702291,-23.351145,C
150,-0.185059,-0.067383,1.414307,-5.526718,0.068702,-22.091602,C
150,-0.231445,-0.104492,1.513916,2.236641,-10.832061,-22.610687,C
150,-0.225342,-0.036377,1.501465,9.664123,-27.366413,-26.893129,C
150,-0.195801,0.081299,1.358398,9.633588,-40.175571,-25.076336,C
150,-0.177002,0.138916,1.266113,8.038168,-49.534351,-21.320610,C
150,-0.147461,0.181152,1.167480,5.259542,-50.480915,-14.183207,C
150,-0.129150,0.161865,1.154785,2.267176,-52.564884,-7.969466,C
150,-0.111572,0.170166,1.153076,2.748092,-59.343510,-1.709924,C
150,-0.080322,0.189941,1.087402,2.396947,-65.717560,5.679389,C
150,-0.046875,0.192627,0.985107,0.740458,-71.419846,13.572519,C
150,-0.002441,0.179688,0.905762,-1.213740,-70.557251,21.381680,C
150,0.027344,0.151611,0.879639,-1.717557,-69.709923,28.312977,C
150,0.076172,0.148438,0.822998,0.816794,-71.916031,35.885498,C
150,0.104736,0.149902,0.746094,3.763359,-69.969467,44.297710,C
150,0.135498,0.115723,0.693115,0.877863,-64.083969,49.503819,C
150,0.182373,0.097168,0.670898,-3.297710,-57.648853,53.000000,C
150,0.185303,0.064941,0.698242,-3.519084,-52.503819,57.175571,C
150,0.207520,0.049561,0.674805,-0.603053,-48.145039,62.374046,C
150,0.224609,0.055176,0.660400,0.557252,-44.526718,65.801529,C
150,0.222168,0.060303,0.628662,-7.015267,-37.427483,68.015266,C
150,0.226318,0.040039,0.634033,-16.763359,-31.908398,72.274811,C
150,0.245361,-0.009766,0.615234,-16.618320,-30.541985,77.916031,C
150,0.243652,-0.046387,0.590576,-8.572519,-24.679390,83.595421,C
150,0.244873,-0.046875,0.588379,-7.274809,-17.366413,87.213737,C
150,0.251709,-0.086182,0.583984,-5.893130,-7.992366,94.748093,C
150,0.224121,-0.180908,0.644043,0.274809,1.083969,96.877861,C
150,0.215820,-0.188477,0.707520,-1.625954,2.366412,97.213737,C
150,0.206787,-0.196045,0.712158,1.480916,2.488550,97.610687,C
150,0.241699,-0.295654,0.642334,51.832062,9.145039,113.122139,C
150,0.265381,-0.327393,0.525146,112.442749,28.854961,120.366409,C
150,0.168457,-0.129639,0.611572,97.541985,47.206108,113.763359,C
150,0.143311,-0.235840,0.702637,61.083969,51.274811,105.175575,C
150,0.136230,-0.309814,0.657715,64.679390,48.198475,97.152672,C
150,0.115967,-0.189941,0.471680,51.679390,67.389313,78.442749,C
150,-0.060547,0.011963,0.814697,-14.458015,82.473282,62.106869,C
150,-0.086182,-0.172363,1.072021,-33.312977,67.312981,62.122139,C
150,-0.003906,-0.336670,0.969238,5.129771,42.427483,60.114502,C
150,0.039551,-0.245117,0.689697,19.091602,58.923664,49.648853,C
150,-0.066650,-0.303711,0.940674,-12.030535,70.106873,30.587786,C
150,-0.155029,-0.229980,1.285400,-21.648855,49.175571,15.198473,C
150,-0.053711,-0.256836,1.009766,10.587787,20.137405,19.938931,C
150,0.030518,-0.289307,0.705566,23.297710,36.259541,16.305344,C
150,-0.034912,-0.230469,0.860352,-5.992366,58.770992,0.885496,C
150,-0.147705,-0.291748,1.215820,-26.877863,53.160305,-4.748092,C
150,-0.149902,-0.354248,1.260986,-1.664122,9.778625,-15.167939,C
150,-0.051758,-0.031738,0.732910,7.183206,3.519084,-22.961832,C
150,-0.037842,0.182861,0.595703,-38.603054,30.862595,-17.511450,C
150,-0.108887,-0.143066,1.032715,-93.152672,59.374046,-6.435114,C
150,-0.192383,-0.484863,1.403320,-77.633591,32.801525,-16.389313,C
150,-0.140625,-0.378906,1.119629,-37.511452,-3.221374,-27.824427,C
150,-0.131348,-0.165039,0.830078,-11.251908,-8.511451,-26.167938,C
150,-0.078369,-0.110107,0.793457,-20.618320,14.175572,-17.145039,C
150,-0.124023,-0.309326,1.015869,-36.977100,30.480917,-13.404580,C
150,-0.141113,-0.449219,1.124023,-29.618320,33.519085,-25.328245,C
150,-0.116455,-0.382813,1.028320,8.916031,34.030533,-31.526718,C
150,-0.095459,-0.317627,0.975098,45.190838,53.419846,-26.603054,C
150,-0.199707,-0.338379,1.229248,59.832062,56.763359,-29.740458,C
150,-0.243164,-0.159180,1.227539,52.839695,37.587788,-37.083969,C
150,-0.209473,-0.062012,1.091064,14.687023,32.160305,-39.366413,C
150,-0.207275,-0.086426,1.084961,-17.190840,32.564884,-36.610687,C
150,-0.233154,-0.177002,1.194336,-22.412214,28.053434,-32.824429,C
150,-0.215820,-0.222412,1.155029,-12.885496,22.030535,-29.183207,C
150,-0.192139,-0.250977,1.096924,-1.007634,25.129770,-28.458015,C
150,-0.194092,-0.260254,1.061523,4.152672,33.358780,-34.068703,C
150,-0.225098,-0.207764,1.076660,0.396947,35.022900,-34.717556,C
150,-0.244385,-0.205566,1.109131,-0.854962,30.236641,-31.694656,C
150,-0.227539,-0.220459,1.041016,-1.778626,25.488550,-30.809160,C
150,-0.231934,-0.243164,1.041260,-6.916030,28.480917,-29.938931,C
150,-0.273438,-0.311035,1.160645,-11.671756,23.450382,-33.091602,C
150,-0.266602,-0.293945,1.122070,-12.755725,14.580153,-42.893131,C
150,-0.255859,-0.233887,1.034668,-11.442748,15.946565,-42.778625,C
150,-0.277344,-0.252930,1.063721,-7.145038,14.351145,-41.328243,C
150,-0.291260,-0.297119,1.082275,0.015267,7.396946,-44.366413,C
150,-0.260986,-0.211670,0.964844,-0.290076,6.511450,-48.320610,C
150,-0.257324,-0.196533,0.952148,-10.122137,11.114504,-49.366413,C
150,-0.294922,-0.232178,1.063965,-11.778625,8.198473,-47.190838,C
150,-0.282227,-0.246338,1.076172,-3.580153,0.519084,-45.625954,C
150,-0.255615,-0.220703,1.021973,1.480916,-1.816794,-46.977100,C
150,-0.273438,-0.185303,1.055664,-1.862595,-0.961832,-46.167938,C
150,-0.271973,-0.166748,1.088867,-4.633588,-7.000000,-46.351147,C
150,-0.276123,-0.153076,1.118652,-5.450382,-13.076336,-44.946564,C
150,-0.264404,-0.137207,1.115967,-1.648855,-17.358778,-41.488548,C
150,-0.269287,-0.149170,1.128906,6.564886,-22.221375,-37.671757,C
150,-0.249023,-0.110596,1.095947,8.717557,-28.572519,-33.748093,C
150,-0.225342,-0.086670,1.023438,3.900763,-34.053436,-30.374046,C
151,-0.043945,-0.053955,0.939453,6.175572,9.358779,-10.480916,C
151,-0.041260,-0.039307,0.892090,4.732824,12.671756,-11.610687,C
151,-0.065674,-0.073242,0.979492,-2.198473,17.030535,-13.816793,C
151,-0.088867,-0.084961,1.101074,-2.809160,16.045801,-17.015266,C
151,-0.119385,-0.095947,1.157959,-1.793893,11.099236,-18.595419,C
151,-0.138428,-0.109375,1.184814,-3.435115,10.099236,-23.717558,C
151,-0.166016,-0.077637,1.296875,-10.274809,10.290076,-26.877863,C
151,-0.226318,-0.108398,1.499268,-15.511451,0.977099,-29.549618,C
151,-0.266602,-0.087402,1.623779,-12.083969,-13.015267,-32.610687,C
151,-0.274414,-0.062744,1.640137,-2.687023,-28.351145,-32.587788,C
151,-0.263428,0.050293,1.597900,0.167939,-41.435116,-35.152672,C
151,-0.245361,0.152100,1.540039,-10.564885,-55.541985,-34.297710,C
151,-0.221191,0.203369,1.448242,-25.656488,-60.893131,-33.709923,C
151,-0.226807,0.182617,1.480957,-31.106871,-68.442749,-28.213741,C
151,-0.201904,0.151855,1.431641,-16.793894,-79.145035,-20.961832,C
151,-0.162598,0.140381,1.331543,2.992366,-87.900764,-11.206107,C
151,-0.128906,0.217773,1.171143,13.343512,-99.068703,-0.984733,C
151,-0.051025,0.290283,0.956787,9.908397,-104.541985,10.114504,C
151,-0.013916,0.270508,0.826172,-1.816794,-107.091606,18.923664,C
151,0.078125,0.227539,0.660889,-9.129771,-106.870232,22.725191,C
151,0.131836,0.197021,0.506592,-9.816793,-101.419846,28.893129,C
151,0.205078,0.217041,0.391846,-2.526718,-87.984734,38.213741,C
151,0.254395,0.210449,0.336914,8.305344,-76.343513,52.633587,C
151,0.304443,0.214844,0.269287,12.435115,-64.167938,67.083969,C
151,0.341064,0.157715,0.247070,3.122137,-49.847328,76.580154,C
151,0.346436,0.032959,0.273438,-9.633588,-36.053436,82.778625,C
151,0.344238,-0.108398,0.373047,-9.908397,-28.748091,83.534348,C
151,0.343994,-0.166992,0.389404,6.419847,-25.320610,84.870232,C
151,0.325928,-0.132080,0.382813,14.961832,-18.885496,89.496185,C
151,0.324463,-0.101074,0.358154,15.122137,-11.977099,93.091606,C
151,0.284424,-0.122559,0.340332,7.961832,-0.832061,97.702293,C
151,0.252441,-0.251221,0.370361,0.320611,14.580153,100.389313,C
151,0.209961,-0.267578,0.472168,3.503817,18.473282,91.755722,C
151,0.250000,-0.202881,0.394531,7.572519,16.854961,95.534348,C
151,0.226807,-0.188232,0.270996,7.145038,26.183207,96.824425,C
151,0.168945,-0.274902,0.236572,-7.870229,45.977100,87.900764,C
151,0.158447,-0.424561,0.382568,-22.900763,63.694656,79.687019,C
151,0.108887,-0.415039,0.548828,-10.572519,72.404579,67.458015,C
151,0.045654,-0.465088,0.627197,2.389313,78.450378,65.503815,C
151,0.009521,-0.552979,0.741455,12.549619,81.351143,46.259541,C
151,-0.077148,-0.445313,0.871338,19.748091,70.900764,37.961834,C
151,-0.077148,-0.257080,0.834717,18.511450,58.832062,31.259542,C
151,-0.038086,-0.317139,0.776367,6.748092,63.465649,21.770992,C
151,-0.055664,-0.564941,0.814209,0.717557,74.435112,-4.969466,C
151,-0.097168,-0.326172,0.840576,-0.778626,79.091606,-13.946565,C
151,-0.088135,-0.462646,0.947266,-4.854962,84.984734,-14.145039,C
151,-0.166016,-0.397705,1.162598,7.480916,73.870232,-20.908398,C
151,-0.195068,-0.286865,1.073242,27.763359,56.175571,-24.061069,C
151,-0.146729,-0.133789,0.797607,18.114504,73.053436,-23.396946,C
151,-0.222412,-0.279053,0.996582,-4.229008,103.297707,-16.068703,C
151,-0.345947,-0.472900,1.344238,24.595419,91.427483,-25.396946,C
151,-0.339844,-0.373535,1.362305,47.618320,67.229004,-34.847328,C
151,-0.342285,-0.242676,1.295898,32.564884,63.145039,-36.702290,C
151,-0.343994,-0.317139,1.371094,24.274809,62.198475,-41.312977,C
151,-0.344238,-0.178223,1.249512,35.374046,47.320610,-44.068703,C
151,-0.320068,-0.021729,0.986328,25.854961,54.282444,-36.793892,C
151,-0.364014,-0.194580,1.155762,-0.603053,76.961830,-29.687023,C
151,-0.391602,-0.402344,1.364502,7.648855,76.900764,-32.748093,C
151,-0.417969,-0.354736,1.374023,31.053434,53.259541,-46.030533,C
151,-0.372803,-0.230957,1.161377,19.068703,54.977100,-45.328243,C
151,-0.401855,-0.364746,1.272705,-0.877863,56.557251,-53.305344,C
151,-0.419189,-0.386963,1.374512,2.885496,47.213741,-57.236641,C
151,-0.442871,-0.404053,1.374512,22.389313,32.251907,-62.114502,C
151,-0.465332,-0.292969,1.337402,26.061069,25.282442,-65.793892,C
151,-0.466553,-0.200439,1.375244,12.129771,11.541985,-71.709923,C
151,-0.494873,-0.134277,1.380371,1.984733,-6.198473,-71.114502,C
151,-0.513672,-0.123047,1.415771,9.748092,-13.786260,-66.076332,C
151,-0.510742,-0.049072,1.404785,25.801527,-26.473282,-59.473282,C
151,-0.471680,0.018799,1.329346,30.526718,-39.755726,-52.770992,C
151,-0.426514,0.066162,1.268066,15.145039,-55.465649,-49.717556,C
151,-0.377686,0.120850,1.125244,-0.465649,-66.366409,-44.007633,C
151,-0.330811,0.060059,1.044678,-3.648855,-65.229004,-36.404579,C
151,-0.304443,0.006104,1.045898,7.175572,-64.916031,-31.274809,C
151,-0.270508,0.043457,1.004395,14.312977,-67.297707,-24.106871,C
151,-0.222168,0.080566,0.921875,11.236641,-69.893127,-22.053434,C
151,-0.194824,0.076904,0.848877,1.175573,-70.099236,-22.000000,C
151,-0.141602,0.092773,0.730957,-4.030534,-68.618324,-18.885496,C
151,-0.082764,0.119873,0.605713,-5.167939,-58.435116,-11.595420,C
151,-0.034912,0.060303,0.518311,-13.030535,-43.717556,-6.580153,C
151,-0.012939,-0.000244,0.513428,-15.641221,-28.969465,-4.366412,C
151,-0.017822,0.008301,0.537354,-14.083969,-15.572519,-3.877863,C
151,-0.038818,0.012207,0.577881,-11.045801,-6.618320,2.145038,C
151,-0.045654,-0.071533,0.711182,-8.519084,1.885496,6.305344,C
151,-0.041992,-0.099609,0.819824,-7.458015,2.687023,4.534351,C
151,-0.038574,-0.097656,0.868896,-10.274809,1.312977,6.122138,C
151,-0.032227,-0.209961,0.914551,-6.671756,1.244275,4.862596,C
151,-0.031006,-0.189209,0.954834,1.099237,-0.893130,1.717557,C
151,-0.025391,-0.146240,0.924072,-0.053435,-0.381679,-0.419847,C
152,-0.131348,0.042969,1.136719,-17.648855,23.244274,-17.610687,C
152,-0.114502,-0.058105,1.221436,-14.335877,17.648855,-14.938931,C
152,-0.139404,-0.073975,1.313965,-13.152672,13.809160,-18.603054,C
152,-0.198975,-0.023682,1.524658,-19.297710,6.793893,-21.625954,C
152,-0.245850,-0.061523,1.708252,-21.801527,-2.366412,-24.251909,C
152,-0.300049,0.007568,1.876221,-15.114504,-22.328245,-27.595419,C
152,-0.291016,0.071533,1.841309,-12.366412,-44.419846,-27.381680,C
152,-0.267334,0.172119,1.744629,-13.961832,-69.450378,-25.603054,C
152,-0.251953,0.277344,1.567383,-18.175573,-89.007637,-21.618320,C
152,-0.204102,0.289795,1.346191,-13.290076,-100.480919,-10.854961,C
152,-0.153076,0.343262,1.144043,1.511450,-107.236641,3.229008,C
152,-0.095459,0.384277,0.915771,12.465649,-107.213737,22.366413,C
152,-0.021484,0.319580,0.782227,18.259542,-103.061066,40.946564,C
152,0.039795,0.251953,0.646484,14.633588,-101.480919,49.854961,C
152,0.106201,0.238037,0.444336,4.519084,-95.877861,56.427483,C
152,0.164063,0.151611,0.368652,-0.709924,-82.335876,63.206108,C
152,0.209229,0.124512,0.285156,0.099237,-66.793892,70.992363,C
152,0.251221,0.097900,0.230225,2.847328,-51.160305,79.374046,C
152,0.262939,0.009521,0.239014,4.625954,-38.984734,87.190842,C
152,0.250977,-0.053711,0.240967,1.053435,-25.267176,92.832062,C
152,0.290039,-0.192139,0.240967,-7.717557,-11.801527,90.847328,C
152,0.288818,-0.311279,0.299072,-18.053434,-0.885496,81.389313,C
152,0.270752,-0.258545,0.385986,-22.526718,5.244275,75.282440,C
152,0.258301,-0.241699,0.424805,-24.816793,10.946565,75.610687,C
152,0.238281,-0.307861,0.433838,-29.267176,19.038168,74.312981,C
152,0.155029,-0.386475,0.574707,-25.740458,22.664122,66.129768,C
152,0.133301,-0.226807,0.590576,-19.519083,17.022902,65.206108,C
152,0.184570,-0.206787,0.422852,-13.595420,19.809160,74.709923,C
152,0.139893,-0.361084,0.413574,1.396947,35.679390,77.625954,C
152,0.129639,-0.399414,0.482666,5.755725,52.709923,67.725189,C
152,0.099365,-0.276123,0.606689,2.763359,51.442749,56.137405,C
152,0.095215,-0.206055,0.491455,-6.480916,51.450382,49.122139,C
152,0.056641,-0.222656,0.436768,-26.167938,71.862595,59.221375,C
152,0.007568,-0.763428,0.852783,-30.496183,86.824425,50.290077,C
152,-0.010986,-0.635254,1.102783,-2.977099,64.473282,19.145039,C
152,-0.121338,-0.153564,0.978760,-10.526717,28.328245,12.786260,C
152,-0.061523,-0.079834,0.718750,-42.709923,31.824427,30.198473,C
152,-0.025391,-0.636230,0.854004,-32.068703,65.618324,26.603054,C
152,-0.074219,-0.752686,1.064697,24.687023,68.633591,1.610687,C
152,-0.100830,-0.328125,0.944824,43.603054,75.114502,-11.290076,C
152,-0.178223,-0.296387,0.978271,21.503817,83.633591,-10.206107,C
152,-0.240967,-0.550781,1.284424,26.633587,84.312981,-14.793893,C
152,-0.223389,-0.467529,1.223633,56.786259,64.190842,-27.167938,C
152,-0.213867,-0.195557,0.887939,42.977100,71.610687,-28.977098,C
152,-0.304443,-0.403809,1.084473,11.916031,103.877861,-24.030535,C
152,-0.363525,-0.631836,1.388672,26.450382,101.404579,-34.312977,C
152,-0.383301,-0.418457,1.371094,46.916031,73.938934,-44.946564,C
152,-0.396484,-0.256348,1.196045,20.442749,71.305344,-47.465649,C
152,-0.407715,-0.427002,1.307861,-2.824427,72.992363,-53.022900,C
152,-0.428711,-0.471191,1.404541,7.213740,71.320610,-60.679390,C
152,-0.499756,-0.333740,1.531250,22.244274,50.564884,-64.793892,C
152,-0.485107,-0.224854,1.438965,15.076336,32.053436,-64.893127,C
152,-0.457031,-0.321777,1.446045,1.770992,25.137405,-69.312981,C
152,-0.465332,-0.251221,1.500977,2.290076,11.923664,-75.648857,C
152,-0.450928,-0.113525,1.434814,13.259542,-2.854962,-72.893127,C
152,-0.432373,-0.073730,1.386475,12.312977,-12.435115,-67.595421,C
152,-0.427734,-0.047119,1.406738,7.465649,-21.938931,-64.106873,C
152,-0.407959,-0.028564,1.425049,10.435115,-38.435116,-57.671757,C
152,-0.379883,-0.009521,1.375488,14.954199,-56.854961,-50.694656,C
152,-0.333008,0.004639,1.250488,8.687023,-70.877861,-49.274811,C
152,-0.305664,0.076904,1.137939,-0.916031,-79.809158,-47.305344,C
152,-0.274902,0.042969,1.036865,2.190840,-80.572517,-37.190838,C
152,-0.194580,-0.020508,0.877930,20.259542,-85.763359,-29.702290,C
152,-0.113037,0.092773,0.606934,17.839695,-79.946564,-25.625954,C
152,-0.043457,0.082031,0.412842,1.465649,-65.557251,-21.213741,C
152,-0.001953,0.029297,0.374756,-6.022901,-47.580154,-16.603054,C
152,0.005615,0.018799,0.402100,2.297710,-30.267176,-9.412213,C
152,0.014893,0.010986,0.461670,11.183207,-17.717558,0.068702,C
152,0.000244,-0.059326,0.567871,6.977099,-5.076336,5.259542,C
152,-0.002441,-0.080811,0.708252,-1.358779,-1.297710,3.145038,C
152,-0.016602,-0.125977,0.825195,-14.137404,0.511450,4.305344,C
152,-0.039551,-0.185059,0.955322,-10.854961,-1.862595,4.984733,C
152,-0.020996,-0.200439,0.988037,4.923664,-5.267176,8.725191,C
152,0.007080,-0.208740,0.908691,11.694656,-2.015267,5.931298,C
152,0.009766,-0.166504,0.958984,7.511450,2.167939,5.534351,C
152,0.001953,-0.177002,0.982178,2.091603,-0.335878,3.229008,C
152,0.003418,-0.192871,0.980469,-4.175572,0.190840,-0.717557,C
152,0.008301,-0.145752,0.980225,-5.328244,0.053435,-2.564885,C
152,0.000000,-0.164307,0.979492,-2.152672,2.572519,-0.977099,C
152,-0.029541,-0.159180,1.005127,1.633588,4.961832,0.854962,C
152,-0.034912,-0.168945,1.004883,0.587786,0.480916,-1.450382,C
152,-0.033447,-0.118164,0.972412,-9.091603,-0.679389,-2.419847,C
152,-0.026123,-0.157471,0.963623,-8.167939,0.442748,-1.374046,C
152,-0.011963,-0.167725,0.912109,-2.694656,2.053435,0.511450,C
152,-0.022217,-0.190918,0.955566,-0.206107,3.534351,0.709924,C
152,-0.024414,-0.196289,0.988770,-0.450382,3.343511,-1.427481,C
152,-0.025635,-0.153809,0.991943,-3.595420,1.030534,-2.839695,C
152,-0.030762,-0.127441,0.964111,-4.633588,-4.007634,-2.053435,C
153,-0.009033,-0.228516,0.897217,-13.755725,19.312977,-8.160305,C
153,0.031494,-0.310303,0.947754,-14.320611,21.923664,-16.564886,C
153,0.056152,-0.347168,0.925049,-1.297710,25.938931,-19.992367,C
153,0.019531,-0.362061,0.982178,0.656489,34.946564,-26.725191,C
153,-0.105713,-0.262451,1.300781,-15.900764,27.763359,-37.862595,C
153,-0.200439,-0.245117,1.485107,-34.229008,14.358779,-44.519085,C
153,-0.312988,-0.243652,1.782715,-31.694656,1.488550,-46.870228,C
153,-0.334229,-0.197021,1.919434,-9.114504,-23.465649,-44.541985,C
153,-0.353516,-0.001465,1.871094,8.763359,-48.740459,-40.595421,C
153,-0.345947,0.150635,1.739990,14.076336,-72.664124,-32.328243,C
153,-0.302979,0.228271,1.555176,7.519084,-86.931297,-24.763359,C
153,-0.264648,0.291016,1.384277,1.106870,-94.160309,-12.282443,C
153,-0.193848,0.286865,1.213379,9.496183,-104.732826,2.839695,C
153,-0.098145,0.294434,0.979004,17.526718,-109.465652,18.030535,C
153,-0.031250,0.252686,0.789795,15.793893,-106.847328,35.450382,C
153,0.025635,0.175781,0.685791,6.244275,-102.244278,39.603054,C
153,0.095215,0.127930,0.604980,-1.992366,-100.557251,43.038166,C
153,0.159668,0.128418,0.449463,-8.297709,-93.984734,48.893131,C
153,0.225586,0.076660,0.361084,-8.213740,-80.458015,59.206108,C
153,0.247314,0.017334,0.359619,-2.618321,-67.946564,69.076332,C
153,0.288574,-0.054932,0.347168,3.778626,-58.343510,76.664124,C
153,0.301514,-0.048828,0.326904,0.221374,-48.061069,78.404579,C
153,0.300049,-0.125732,0.307373,-9.519084,-35.954197,78.030533,C
153,0.290039,-0.116455,0.378418,-12.137404,-28.725191,80.458015,C
153,0.301758,-0.204834,0.367920,-4.618320,-25.480917,81.427483,C
153,0.300781,-0.142578,0.333740,-3.633588,-14.709924,86.396950,C
153,0.217773,-0.055664,0.427734,-11.282443,-3.816794,93.259544,C
153,0.137939,-0.087158,0.537842,-21.198473,-5.076336,102.099236,C
153,0.156982,-0.279297,0.494141,-12.290076,-2.160305,110.496185,C
153,0.187012,-0.423584,0.494873,14.877863,1.816794,113.641220,C
153,0.159424,-0.237793,0.417480,20.816793,6.992366,107.671753,C
153,0.188477,-0.291504,0.278320,-4.977099,22.282442,101.137405,C
153,0.210205,-0.399414,0.301270,-23.198473,37.809162,96.458015,C
153,0.217041,-0.560547,0.311279,-12.587787,57.465649,97.343513,C
153,0.086670,-0.686035,0.524414,10.778625,74.259544,89.511452,C
153,-0.055176,-0.504395,0.624756,23.809160,78.396950,72.442749,C
153,-0.022217,-0.367432,0.599365,13.053435,75.427483,62.244274,C
153,-0.012451,-0.355713,0.521240,-6.129771,86.236641,64.854965,C
153,-0.143311,-0.798096,0.730469,-14.503817,102.297707,51.068703,C
153,-0.212402,-0.735840,0.948242,-1.725191,105.099236,25.969465,C
153,-0.247314,-0.467285,1.100586,14.778625,87.633591,18.160305,C
153,-0.264404,-0.437012,1.017334,19.984734,70.992363,26.022902,C
153,-0.281250,-0.579102,0.948486,15.083969,82.977097,16.709923,C
153,-0.309570,-0.628662,1.119141,8.977099,90.473282,1.809160,C
153,-0.355225,-0.677246,1.257568,29.076336,80.832062,-5.198473,C
153,-0.380615,-0.564209,1.288086,55.473282,68.526718,-12.641221,C
153,-0.326172,-0.623535,1.225830,70.320610,63.748093,-20.129770,C
153,-0.270264,-0.459229,1.150879,70.137405,55.396946,-36.694656,C
153,-0.303467,-0.343994,1.052979,42.992367,60.656490,-40.083969,C
153,-0.323975,-0.455322,1.104004,29.381680,66.122139,-44.603054,C
153,-0.321289,-0.484375,1.108643,40.511452,64.656487,-50.145039,C
153,-0.327881,-0.289795,0.932861,37.870228,64.274811,-58.076336,C
153,-0.365967,-0.178223,0.872070,9.213740,78.480919,-57.099236,C
153,-0.428955,-0.384521,1.045410,-0.633588,92.748093,-59.618320,C
153,-0.507324,-0.430420,1.241211,6.526718,92.709923,-63.740459,C
153,-0.544922,-0.410400,1.358643,13.893129,76.625954,-66.114502,C
153,-0.576172,-0.470703,1.359863,20.664122,59.832062,-69.687019,C
153,-0.591064,-0.471924,1.341797,18.022902,51.229008,-82.083969,C
153,-0.634033,-0.366211,1.415283,8.282443,39.625954,-92.206108,C
153,-0.650879,-0.386230,1.518311,11.877863,14.786260,-95.099236,C
153,-0.632324,-0.298096,1.487793,31.526718,-13.374045,-95.740456,C
153,-0.616943,-0.085205,1.372314,40.000000,-32.396946,-90.648857,C
153,-0.640869,0.072998,1.346436,32.473282,-44.000000,-82.251907,C
153,-0.644043,0.125732,1.386230,27.465649,-62.053436,-71.366409,C
153,-0.630859,0.136475,1.426025,35.755726,-88.427483,-57.419846,C
153,-0.557861,0.180908,1.238281,48.198475,-117.061066,-44.358780,C
153,-0.409912,0.251465,0.935547,47.465649,-130.419846,-30.061069,C
153,-0.263672,0.257813,0.622559,33.809162,-127.351143,-15.450381,C
153,-0.122070,0.124268,0.464600,16.854961,-105.297707,-4.557252,C
153,-0.042236,0.007080,0.464600,11.709924,-84.465652,0.038168,C
153,0.018799,-0.017578,0.434082,12.229008,-62.732826,0.916031,C
153,0.017822,-0.055420,0.500244,7.977099,-46.412212,1.778626,C
153,0.043945,-0.139893,0.577148,8.083969,-30.335878,2.748092,C
153,0.021484,-0.097656,0.726563,11.122137,-24.938931,4.564886,C
153,0.041748,-0.122559,0.778320,10.580153,-18.312977,8.381680,C
153,0.023682,-0.173096,0.866699,9.236641,-15.198473,4.557252,C
153,0.013916,-0.102295,0.844482,-2.389313,-13.664123,0.381679,C
153,0.007080,-0.171631,0.952393,-12.603053,-4.328244,4.167939,C
153,-0.010742,-0.208008,1.060547,-3.709924,-5.114504,0.931298,C
153,-0.012207,-0.160889,0.995117,4.702290,-11.114504,0.022901,C
153,0.020996,-0.138916,0.918213,1.282443,-8.458015,0.977099,C
153,0.024902,-0.096191,0.958252,-11.832061,-5.106870,-0.106870,C
153,0.012695,-0.155029,0.982910,-12.755725,-5.702290,0.435115,C
153,0.010986,-0.147949,0.935791,-7.435114,-4.358778,2.427481,C
153,0.017822,-0.158203,0.913330,-0.343511,-1.557252,4.328244,C
153,0.027832,-0.120605,0.865234,2.068702,2.847328,5.038168,C
153,0.012207,-0.109863,0.899658,-4.625954,4.442748,5.175572,C
153,0.011719,-0.158203,0.957764,-8.450381,6.977099,4.755725,C
154,-0.065186,-0.032959,0.940186,-1.145038,1.656489,-7.381680,C
154,-0.067383,-0.054443,0.908203,-2.366412,2.198473,-5.389313,C
154,-0.051270,-0.067871,0.871094,-0.183206,7.709924,-4.801527,C
154,-0.045654,-0.083496,0.891357,1.610687,17.282442,-3.580153,C
